Geography,Geographic_Area_Name,Population 
1400000US24005402201,"Census Tract 4022.01, Baltimore County, Maryland",3553
1400000US24005402202,"Census Tract 4022.02, Baltimore County, Maryland",1629
1400000US24005402302,"Census Tract 4023.02, Baltimore County, Maryland",5734
1400000US24005402303,"Census Tract 4023.03, Baltimore County, Maryland",6910
1400000US24005402304,"Census Tract 4023.04, Baltimore County, Maryland",3334
1400000US24005402305,"Census Tract 4023.05, Baltimore County, Maryland",2458
1400000US24005402306,"Census Tract 4023.06, Baltimore County, Maryland",4391
1400000US24005402307,"Census Tract 4023.07, Baltimore County, Maryland",6153
1400000US24005402403,"Census Tract 4024.03, Baltimore County, Maryland",2128
1400000US24005402404,"Census Tract 4024.04, Baltimore County, Maryland",5591
1400000US24005402405,"Census Tract 4024.05, Baltimore County, Maryland",3840
1400000US24005402407,"Census Tract 4024.07, Baltimore County, Maryland",1159
1400000US24005402408,"Census Tract 4024.08, Baltimore County, Maryland",2252
1400000US24005402409,"Census Tract 4024.09, Baltimore County, Maryland",4086
1400000US24005402503,"Census Tract 4025.03, Baltimore County, Maryland",4864
1400000US24005402504,"Census Tract 4025.04, Baltimore County, Maryland",4966
1400000US24005402505,"Census Tract 4025.05, Baltimore County, Maryland",3444
1400000US24005402506,"Census Tract 4025.06, Baltimore County, Maryland",4588
1400000US24005402510,"Census Tract 4025.10, Baltimore County, Maryland",5093
1400000US24005402511,"Census Tract 4025.11, Baltimore County, Maryland",5277
1400000US24005402602,"Census Tract 4026.02, Baltimore County, Maryland",2039
1400000US24005402603,"Census Tract 4026.03, Baltimore County, Maryland",5878
1400000US24005402604,"Census Tract 4026.04, Baltimore County, Maryland",7533
1400000US24005403100,"Census Tract 4031, Baltimore County, Maryland",2409
1400000US24005403201,"Census Tract 4032.01, Baltimore County, Maryland",3327
1400000US24005403202,"Census Tract 4032.02, Baltimore County, Maryland",2159
1400000US24005403300,"Census Tract 4033, Baltimore County, Maryland",2392
1400000US24005403401,"Census Tract 4034.01, Baltimore County, Maryland",3691
1400000US24005403402,"Census Tract 4034.02, Baltimore County, Maryland",4829
1400000US24005403500,"Census Tract 4035, Baltimore County, Maryland",5555
1400000US24005403601,"Census Tract 4036.01, Baltimore County, Maryland",4849
1400000US24005403602,"Census Tract 4036.02, Baltimore County, Maryland",6416
1400000US24005403702,"Census Tract 4037.02, Baltimore County, Maryland",6040
1400000US24005403703,"Census Tract 4037.03, Baltimore County, Maryland",2478
1400000US24005403704,"Census Tract 4037.04, Baltimore County, Maryland",4698
1400000US24005403801,"Census Tract 4038.01, Baltimore County, Maryland",1317
1400000US24005403802,"Census Tract 4038.02, Baltimore County, Maryland",2947
1400000US24005403803,"Census Tract 4038.03, Baltimore County, Maryland",3339
1400000US24005404101,"Census Tract 4041.01, Baltimore County, Maryland",6811
1400000US24005404102,"Census Tract 4041.02, Baltimore County, Maryland",5998
1400000US24005404201,"Census Tract 4042.01, Baltimore County, Maryland",6128
1400000US24005404202,"Census Tract 4042.02, Baltimore County, Maryland",8377
1400000US24005404402,"Census Tract 4044.02, Baltimore County, Maryland",6299
1400000US24005404403,"Census Tract 4044.03, Baltimore County, Maryland",5185
1400000US24005404404,"Census Tract 4044.04, Baltimore County, Maryland",6233
1400000US24005404501,"Census Tract 4045.01, Baltimore County, Maryland",6677
1400000US24005404502,"Census Tract 4045.02, Baltimore County, Maryland",3694
1400000US24005404600,"Census Tract 4046, Baltimore County, Maryland",2542
1400000US24005404800,"Census Tract 4048, Baltimore County, Maryland",2138
1400000US24005404900,"Census Tract 4049, Baltimore County, Maryland",4574
1400000US24005405000,"Census Tract 4050, Baltimore County, Maryland",4805
1400000US24005406000,"Census Tract 4060, Baltimore County, Maryland",5786
1400000US24005407001,"Census Tract 4070.01, Baltimore County, Maryland",3230
1400000US24005407002,"Census Tract 4070.02, Baltimore County, Maryland",5624
1400000US24005408100,"Census Tract 4081, Baltimore County, Maryland",5981
1400000US24005408200,"Census Tract 4082, Baltimore County, Maryland",1959
1400000US24005408302,"Census Tract 4083.02, Baltimore County, Maryland",2970
1400000US24005408303,"Census Tract 4083.03, Baltimore County, Maryland",3217
1400000US24005408304,"Census Tract 4083.04, Baltimore County, Maryland",4870
1400000US24005408400,"Census Tract 4084, Baltimore County, Maryland",1265
1400000US24005408502,"Census Tract 4085.02, Baltimore County, Maryland",5657
1400000US24005408503,"Census Tract 4085.03, Baltimore County, Maryland",4336
1400000US24005408505,"Census Tract 4085.05, Baltimore County, Maryland",3769
1400000US24005408506,"Census Tract 4085.06, Baltimore County, Maryland",5107
1400000US24005408507,"Census Tract 4085.07, Baltimore County, Maryland",6462
1400000US24005408601,"Census Tract 4086.01, Baltimore County, Maryland",4409
1400000US24005408602,"Census Tract 4086.02, Baltimore County, Maryland",1955
1400000US24005408702,"Census Tract 4087.02, Baltimore County, Maryland",2378
1400000US24005408703,"Census Tract 4087.03, Baltimore County, Maryland",6943
1400000US24005408704,"Census Tract 4087.04, Baltimore County, Maryland",5474
1400000US24005408800,"Census Tract 4088, Baltimore County, Maryland",2602
1400000US24005408900,"Census Tract 4089, Baltimore County, Maryland",2595
1400000US24005410100,"Census Tract 4101, Baltimore County, Maryland",6115
1400000US24005410200,"Census Tract 4102, Baltimore County, Maryland",4998
1400000US24005411101,"Census Tract 4111.01, Baltimore County, Maryland",2196
1400000US24005411102,"Census Tract 4111.02, Baltimore County, Maryland",3389
1400000US24005411201,"Census Tract 4112.01, Baltimore County, Maryland",3018
1400000US24005411202,"Census Tract 4112.02, Baltimore County, Maryland",4200
1400000US24005411302,"Census Tract 4113.02, Baltimore County, Maryland",4150
1400000US24005411303,"Census Tract 4113.03, Baltimore County, Maryland",6628
1400000US24005411306,"Census Tract 4113.06, Baltimore County, Maryland",5902
1400000US24005411307,"Census Tract 4113.07, Baltimore County, Maryland",3523
1400000US24005411308,"Census Tract 4113.08, Baltimore County, Maryland",4169
1400000US24005411309,"Census Tract 4113.09, Baltimore County, Maryland",8689
1400000US24005411404,"Census Tract 4114.04, Baltimore County, Maryland",3603
1400000US24005411406,"Census Tract 4114.06, Baltimore County, Maryland",4297
1400000US24005411408,"Census Tract 4114.08, Baltimore County, Maryland",3942
1400000US24005411409,"Census Tract 4114.09, Baltimore County, Maryland",4721
1400000US24005411410,"Census Tract 4114.10, Baltimore County, Maryland",4992
1400000US24005411411,"Census Tract 4114.11, Baltimore County, Maryland",2962
1400000US24005411412,"Census Tract 4114.12, Baltimore County, Maryland",4070
1400000US24005411413,"Census Tract 4114.13, Baltimore County, Maryland",3336
1400000US24005420100,"Census Tract 4201, Baltimore County, Maryland",3593
1400000US24005420200,"Census Tract 4202, Baltimore County, Maryland",3319
1400000US24005420301,"Census Tract 4203.01, Baltimore County, Maryland",2358
1400000US24005420302,"Census Tract 4203.02, Baltimore County, Maryland",2584
1400000US24005420303,"Census Tract 4203.03, Baltimore County, Maryland",1257
1400000US24005420401,"Census Tract 4204.01, Baltimore County, Maryland",7541
1400000US24005420402,"Census Tract 4204.02, Baltimore County, Maryland",2188
1400000US24005420500,"Census Tract 4205, Baltimore County, Maryland",3704
1400000US24005420600,"Census Tract 4206, Baltimore County, Maryland",4720
1400000US24005420701,"Census Tract 4207.01, Baltimore County, Maryland",3235
1400000US24005420702,"Census Tract 4207.02, Baltimore County, Maryland",2422
1400000US24005420800,"Census Tract 4208, Baltimore County, Maryland",3287
1400000US24005420900,"Census Tract 4209, Baltimore County, Maryland",3503
1400000US24005421000,"Census Tract 4210, Baltimore County, Maryland",2010
1400000US24005421101,"Census Tract 4211.01, Baltimore County, Maryland",2936
1400000US24005421102,"Census Tract 4211.02, Baltimore County, Maryland",2589
1400000US24005421200,"Census Tract 4212, Baltimore County, Maryland",1841
1400000US24005430101,"Census Tract 4301.01, Baltimore County, Maryland",4745
1400000US24005430104,"Census Tract 4301.04, Baltimore County, Maryland",2761
1400000US24005430200,"Census Tract 4302, Baltimore County, Maryland",2946
1400000US24005430300,"Census Tract 4303, Baltimore County, Maryland",6364
1400000US24005430400,"Census Tract 4304, Baltimore County, Maryland",4221
1400000US24005430600,"Census Tract 4306, Baltimore County, Maryland",2340
1400000US24005430700,"Census Tract 4307, Baltimore County, Maryland",5339
1400000US24005430800,"Census Tract 4308, Baltimore County, Maryland",3718
1400000US24005430900,"Census Tract 4309, Baltimore County, Maryland",4044
1400000US24005440100,"Census Tract 4401, Baltimore County, Maryland",4521
1400000US24005440200,"Census Tract 4402, Baltimore County, Maryland",2473
1400000US24005440300,"Census Tract 4403, Baltimore County, Maryland",1998
1400000US24005440400,"Census Tract 4404, Baltimore County, Maryland",6100
1400000US24005440500,"Census Tract 4405, Baltimore County, Maryland",3298
1400000US24005440600,"Census Tract 4406, Baltimore County, Maryland",2310
1400000US24005440701,"Census Tract 4407.01, Baltimore County, Maryland",6516
1400000US24005440702,"Census Tract 4407.02, Baltimore County, Maryland",5206
1400000US24005440800,"Census Tract 4408, Baltimore County, Maryland",3689
1400000US24005440900,"Census Tract 4409, Baltimore County, Maryland",4024
1400000US24005441000,"Census Tract 4410, Baltimore County, Maryland",4082
1400000US24005441101,"Census Tract 4411.01, Baltimore County, Maryland",2274
1400000US24005441102,"Census Tract 4411.02, Baltimore County, Maryland",5094
1400000US24005450100,"Census Tract 4501, Baltimore County, Maryland",3734
1400000US24005450200,"Census Tract 4502, Baltimore County, Maryland",3225
1400000US24005450300,"Census Tract 4503, Baltimore County, Maryland",3336
1400000US24005450400,"Census Tract 4504, Baltimore County, Maryland",2341
1400000US24005450501,"Census Tract 4505.01, Baltimore County, Maryland",3927
1400000US24005450503,"Census Tract 4505.03, Baltimore County, Maryland",5820
1400000US24005450504,"Census Tract 4505.04, Baltimore County, Maryland",6073
1400000US24005450800,"Census Tract 4508, Baltimore County, Maryland",4399
1400000US24005450900,"Census Tract 4509, Baltimore County, Maryland",4644
1400000US24005451000,"Census Tract 4510, Baltimore County, Maryland",1879
1400000US24005451100,"Census Tract 4511, Baltimore County, Maryland",2214
1400000US24005451200,"Census Tract 4512, Baltimore County, Maryland",4184
1400000US24005451300,"Census Tract 4513, Baltimore County, Maryland",3441
1400000US24005451401,"Census Tract 4514.01, Baltimore County, Maryland",3838
1400000US24005451402,"Census Tract 4514.02, Baltimore County, Maryland",5186
1400000US24005451500,"Census Tract 4515, Baltimore County, Maryland",4412
1400000US24005451600,"Census Tract 4516, Baltimore County, Maryland",1960
1400000US24005451701,"Census Tract 4517.01, Baltimore County, Maryland",5349
1400000US24005451702,"Census Tract 4517.02, Baltimore County, Maryland",1890
1400000US24005451801,"Census Tract 4518.01, Baltimore County, Maryland",5441
1400000US24005451802,"Census Tract 4518.02, Baltimore County, Maryland",3847
1400000US24005451803,"Census Tract 4518.03, Baltimore County, Maryland",4485
1400000US24005451900,"Census Tract 4519, Baltimore County, Maryland",2676
1400000US24005452000,"Census Tract 4520, Baltimore County, Maryland",2638
1400000US24005452100,"Census Tract 4521, Baltimore County, Maryland",3405
1400000US24005452300,"Census Tract 4523, Baltimore County, Maryland",2764
1400000US24005452400,"Census Tract 4524, Baltimore County, Maryland",3540
1400000US24005452500,"Census Tract 4525, Baltimore County, Maryland",4072
1400000US24005490100,"Census Tract 4901, Baltimore County, Maryland",4033
1400000US24005490200,"Census Tract 4902, Baltimore County, Maryland",3166
1400000US24005490302,"Census Tract 4903.02, Baltimore County, Maryland",4316
1400000US24005490303,"Census Tract 4903.03, Baltimore County, Maryland",3612
1400000US24005490304,"Census Tract 4903.04, Baltimore County, Maryland",4199
1400000US24005490400,"Census Tract 4904, Baltimore County, Maryland",1915
1400000US24005490500,"Census Tract 4905, Baltimore County, Maryland",3589
1400000US24005490601,"Census Tract 4906.01, Baltimore County, Maryland",2237
1400000US24005490602,"Census Tract 4906.02, Baltimore County, Maryland",3029
1400000US24005490603,"Census Tract 4906.03, Baltimore County, Maryland",2532
1400000US24005490605,"Census Tract 4906.05, Baltimore County, Maryland",5155
1400000US24005490701,"Census Tract 4907.01, Baltimore County, Maryland",1635
1400000US24005490703,"Census Tract 4907.03, Baltimore County, Maryland",3225
1400000US24005490800,"Census Tract 4908, Baltimore County, Maryland",3228
1400000US24005490900,"Census Tract 4909, Baltimore County, Maryland",4281
1400000US24005491000,"Census Tract 4910, Baltimore County, Maryland",2440
1400000US24005491100,"Census Tract 4911, Baltimore County, Maryland",3784
1400000US24005491201,"Census Tract 4912.01, Baltimore County, Maryland",1913
1400000US24005491202,"Census Tract 4912.02, Baltimore County, Maryland",1782
1400000US24005491300,"Census Tract 4913, Baltimore County, Maryland",3373
1400000US24005491401,"Census Tract 4914.01, Baltimore County, Maryland",5033
1400000US24005491402,"Census Tract 4914.02, Baltimore County, Maryland",3041
1400000US24005491500,"Census Tract 4915, Baltimore County, Maryland",4231
1400000US24005491600,"Census Tract 4916, Baltimore County, Maryland",3271
1400000US24005491701,"Census Tract 4917.01, Baltimore County, Maryland",4136
1400000US24005491900,"Census Tract 4919, Baltimore County, Maryland",1939
1400000US24005492001,"Census Tract 4920.01, Baltimore County, Maryland",1198
1400000US24005492002,"Census Tract 4920.02, Baltimore County, Maryland",3788
1400000US24005492101,"Census Tract 4921.01, Baltimore County, Maryland",3692
1400000US24005492102,"Census Tract 4921.02, Baltimore County, Maryland",2008
1400000US24005492200,"Census Tract 4922, Baltimore County, Maryland",4825
1400000US24005492300,"Census Tract 4923, Baltimore County, Maryland",4084
1400000US24005492401,"Census Tract 4924.01, Baltimore County, Maryland",4088
1400000US24005492402,"Census Tract 4924.02, Baltimore County, Maryland",6715
1400000US24005492500,"Census Tract 4925, Baltimore County, Maryland",3574
1400000US24005492600,"Census Tract 4926, Baltimore County, Maryland",3685
1400000US24005492700,"Census Tract 4927, Baltimore County, Maryland",3159
1400000US24005980100,"Census Tract 9801, Baltimore County, Maryland",0
1400000US24005980200,"Census Tract 9802, Baltimore County, Maryland",0
1400000US24009860103,"Census Tract 8601.03, Calvert County, Maryland",6596
1400000US24009860200,"Census Tract 8602, Calvert County, Maryland",5828
1400000US24009860300,"Census Tract 8603, Calvert County, Maryland",4252
1400000US24009860402,"Census Tract 8604.02, Calvert County, Maryland",3833
1400000US24009860403,"Census Tract 8604.03, Calvert County, Maryland",3685
1400000US24009860404,"Census Tract 8604.04, Calvert County, Maryland",7430
1400000US24009860501,"Census Tract 8605.01, Calvert County, Maryland",6690
1400000US24009860502,"Census Tract 8605.02, Calvert County, Maryland",3482
1400000US24009860600,"Census Tract 8606, Calvert County, Maryland",6817
1400000US24009860701,"Census Tract 8607.01, Calvert County, Maryland",3113
1400000US24009860702,"Census Tract 8607.02, Calvert County, Maryland",2786
1400000US24009860703,"Census Tract 8607.03, Calvert County, Maryland",4027
1400000US24009860801,"Census Tract 8608.01, Calvert County, Maryland",6769
1400000US24009860901,"Census Tract 8609.01, Calvert County, Maryland",5091
1400000US24009860902,"Census Tract 8609.02, Calvert County, Maryland",3042
1400000US24009861003,"Census Tract 8610.03, Calvert County, Maryland",6548
1400000US24009861004,"Census Tract 8610.04, Calvert County, Maryland",6619
1400000US24009861100,"Census Tract 8611, Calvert County, Maryland",5907
1400000US24009990100,"Census Tract 9901, Calvert County, Maryland",0
1400000US24011955000,"Census Tract 9550, Caroline County, Maryland",3488
1400000US24011955100,"Census Tract 9551, Caroline County, Maryland",5887
1400000US24011955201,"Census Tract 9552.01, Caroline County, Maryland",4068
1400000US24011955202,"Census Tract 9552.02, Caroline County, Maryland",2246
1400000US24011955301,"Census Tract 9553.01, Caroline County, Maryland",4343
1400000US24011955302,"Census Tract 9553.02, Caroline County, Maryland",3077
1400000US24011955400,"Census Tract 9554, Caroline County, Maryland",2084
1400000US24011955500,"Census Tract 9555, Caroline County, Maryland",3614
1400000US24011955600,"Census Tract 9556, Caroline County, Maryland",4427
1400000US24013501001,"Census Tract 5010.01, Carroll County, Maryland",4969
1400000US24013501002,"Census Tract 5010.02, Carroll County, Maryland",4918
1400000US24013502000,"Census Tract 5020, Carroll County, Maryland",3843
1400000US24013503000,"Census Tract 5030, Carroll County, Maryland",5693
1400000US24013504100,"Census Tract 5041, Carroll County, Maryland",4911
1400000US24013504201,"Census Tract 5042.01, Carroll County, Maryland",5790
1400000US24013504202,"Census Tract 5042.02, Carroll County, Maryland",7052
1400000US24013505101,"Census Tract 5051.01, Carroll County, Maryland",3896
1400000US24013505102,"Census Tract 5051.02, Carroll County, Maryland",5679
1400000US24013505203,"Census Tract 5052.03, Carroll County, Maryland",4046
1400000US24013505205,"Census Tract 5052.05, Carroll County, Maryland",3210
1400000US24013505206,"Census Tract 5052.06, Carroll County, Maryland",3120
1400000US24013505207,"Census Tract 5052.07, Carroll County, Maryland",3522
1400000US24013505208,"Census Tract 5052.08, Carroll County, Maryland",4868
1400000US24013506101,"Census Tract 5061.01, Carroll County, Maryland",5323
1400000US24013506102,"Census Tract 5061.02, Carroll County, Maryland",4762
1400000US24013506200,"Census Tract 5062, Carroll County, Maryland",5770
1400000US24013507500,"Census Tract 5075, Carroll County, Maryland",5250
1400000US24013507601,"Census Tract 5076.01, Carroll County, Maryland",4224
1400000US24013507602,"Census Tract 5076.02, Carroll County, Maryland",4528
1400000US24013507702,"Census Tract 5077.02, Carroll County, Maryland",3810
1400000US24013507703,"Census Tract 5077.03, Carroll County, Maryland",3380
1400000US24013507704,"Census Tract 5077.04, Carroll County, Maryland",6134
1400000US24013507801,"Census Tract 5078.01, Carroll County, Maryland",6804
1400000US24013507802,"Census Tract 5078.02, Carroll County, Maryland",4774
1400000US24013508103,"Census Tract 5081.03, Carroll County, Maryland",7835
1400000US24013508200,"Census Tract 5082, Carroll County, Maryland",6564
1400000US24013509001,"Census Tract 5090.01, Carroll County, Maryland",5014
1400000US24013509002,"Census Tract 5090.02, Carroll County, Maryland",2673
1400000US24013510000,"Census Tract 5100, Carroll County, Maryland",1355
1400000US24013511000,"Census Tract 5110, Carroll County, Maryland",3604
1400000US24013512000,"Census Tract 5120, Carroll County, Maryland",1512
1400000US24013513001,"Census Tract 5130.01, Carroll County, Maryland",5522
1400000US24013513002,"Census Tract 5130.02, Carroll County, Maryland",5700
1400000US24013514100,"Census Tract 5141, Carroll County, Maryland",3536
1400000US24013514201,"Census Tract 5142.01, Carroll County, Maryland",5081
1400000US24013514202,"Census Tract 5142.02, Carroll County, Maryland",3476
1400000US24015030100,"Census Tract 301, Cecil County, Maryland",5172
1400000US24015030200,"Census Tract 302, Cecil County, Maryland",5214
1400000US24015030400,"Census Tract 304, Cecil County, Maryland",4779
1400000US24015030501,"Census Tract 305.01, Cecil County, Maryland",4416
1400000US24015030503,"Census Tract 305.03, Cecil County, Maryland",5334
1400000US24015030505,"Census Tract 305.05, Cecil County, Maryland",3771
1400000US24015030507,"Census Tract 305.07, Cecil County, Maryland",4028
1400000US24015030508,"Census Tract 305.08, Cecil County, Maryland",4779
1400000US24015030601,"Census Tract 306.01, Cecil County, Maryland",4191
1400000US24015030602,"Census Tract 306.02, Cecil County, Maryland",5268
1400000US24015030700,"Census Tract 307, Cecil County, Maryland",5007
1400000US24015030903,"Census Tract 309.03, Cecil County, Maryland",5170
1400000US24015030904,"Census Tract 309.04, Cecil County, Maryland",8346
1400000US24015030905,"Census Tract 309.05, Cecil County, Maryland",2680
1400000US24015030907,"Census Tract 309.07, Cecil County, Maryland",4541
1400000US24015030908,"Census Tract 309.08, Cecil County, Maryland",5402
1400000US24015031201,"Census Tract 312.01, Cecil County, Maryland",5950
1400000US24015031202,"Census Tract 312.02, Cecil County, Maryland",5280
1400000US24015031301,"Census Tract 313.01, Cecil County, Maryland",3081
1400000US24015031302,"Census Tract 313.02, Cecil County, Maryland",6894
1400000US24015031400,"Census Tract 314, Cecil County, Maryland",4067
1400000US24017850101,"Census Tract 8501.01, Charles County, Maryland",6588
1400000US24017850102,"Census Tract 8501.02, Charles County, Maryland",2427
1400000US24017850201,"Census Tract 8502.01, Charles County, Maryland",1078
1400000US24017850202,"Census Tract 8502.02, Charles County, Maryland",4809
1400000US24017850300,"Census Tract 8503, Charles County, Maryland",1889
1400000US24017850400,"Census Tract 8504, Charles County, Maryland",3240
1400000US24017850500,"Census Tract 8505, Charles County, Maryland",3138
1400000US24017850600,"Census Tract 8506, Charles County, Maryland",5127
1400000US24017850706,"Census Tract 8507.06, Charles County, Maryland",5715
1400000US24017850708,"Census Tract 8507.08, Charles County, Maryland",5662
1400000US24017850709,"Census Tract 8507.09, Charles County, Maryland",6646
1400000US24017850710,"Census Tract 8507.10, Charles County, Maryland",6016
1400000US24017850711,"Census Tract 8507.11, Charles County, Maryland",5047
1400000US24017850712,"Census Tract 8507.12, Charles County, Maryland",5344
1400000US24017850713,"Census Tract 8507.13, Charles County, Maryland",9712
1400000US24017850801,"Census Tract 8508.01, Charles County, Maryland",4733
1400000US24017850802,"Census Tract 8508.02, Charles County, Maryland",5989
1400000US24017850901,"Census Tract 8509.01, Charles County, Maryland",5441
1400000US24017850902,"Census Tract 8509.02, Charles County, Maryland",5387
1400000US24017850904,"Census Tract 8509.04, Charles County, Maryland",12151
1400000US24017850905,"Census Tract 8509.05, Charles County, Maryland",3746
1400000US24017850906,"Census Tract 8509.06, Charles County, Maryland",4566
1400000US24017851001,"Census Tract 8510.01, Charles County, Maryland",4135
1400000US24017851003,"Census Tract 8510.03, Charles County, Maryland",4445
1400000US24017851004,"Census Tract 8510.04, Charles County, Maryland",5008
1400000US24017851100,"Census Tract 8511, Charles County, Maryland",3099
1400000US24017851200,"Census Tract 8512, Charles County, Maryland",5079
1400000US24017851301,"Census Tract 8513.01, Charles County, Maryland",5747
1400000US24017851302,"Census Tract 8513.02, Charles County, Maryland",4548
1400000US24017851401,"Census Tract 8514.01, Charles County, Maryland",2973
1400000US24017851402,"Census Tract 8514.02, Charles County, Maryland",3641
1400000US24017851403,"Census Tract 8514.03, Charles County, Maryland",1804
1400000US24017851501,"Census Tract 8515.01, Charles County, Maryland",3964
1400000US24017851502,"Census Tract 8515.02, Charles County, Maryland",6315
1400000US24017990000,"Census Tract 9900, Charles County, Maryland",0
1400000US24019970100,"Census Tract 9701, Dorchester County, Maryland",3112
1400000US24019970200,"Census Tract 9702, Dorchester County, Maryland",5519
1400000US24019970300,"Census Tract 9703, Dorchester County, Maryland",4362
1400000US24019970400,"Census Tract 9704, Dorchester County, Maryland",3438
1400000US24019970500,"Census Tract 9705, Dorchester County, Maryland",3744
1400000US24019970600,"Census Tract 9706, Dorchester County, Maryland",5191
1400000US24019970702,"Census Tract 9707.02, Dorchester County, Maryland",4003
1400000US24019970804,"Census Tract 9708.04, Dorchester County, Maryland",2028
1400000US24019970900,"Census Tract 9709, Dorchester County, Maryland",1089
1400000US24019990000,"Census Tract 9900, Dorchester County, Maryland",0
1400000US24021740200,"Census Tract 7402, Frederick County, Maryland",5305
1400000US24021750100,"Census Tract 7501, Frederick County, Maryland",1540
1400000US24021750200,"Census Tract 7502, Frederick County, Maryland",2064
1400000US24021750300,"Census Tract 7503, Frederick County, Maryland",1708
1400000US24021750504,"Census Tract 7505.04, Frederick County, Maryland",5210
1400000US24021750505,"Census Tract 7505.05, Frederick County, Maryland",7817
1400000US24021750506,"Census Tract 7505.06, Frederick County, Maryland",4298
1400000US24021750507,"Census Tract 7505.07, Frederick County, Maryland",3706
1400000US24021750508,"Census Tract 7505.08, Frederick County, Maryland",3773
1400000US24021750600,"Census Tract 7506, Frederick County, Maryland",2817
1400000US24021750701,"Census Tract 7507.01, Frederick County, Maryland",5699
1400000US24021750702,"Census Tract 7507.02, Frederick County, Maryland",4287
1400000US24021750801,"Census Tract 7508.01, Frederick County, Maryland",3317
1400000US24021750802,"Census Tract 7508.02, Frederick County, Maryland",6093
1400000US24021750804,"Census Tract 7508.04, Frederick County, Maryland",2221
1400000US24021750805,"Census Tract 7508.05, Frederick County, Maryland",4597
1400000US24021751001,"Census Tract 7510.01, Frederick County, Maryland",1468
1400000US24021751002,"Census Tract 7510.02, Frederick County, Maryland",5657
1400000US24021751003,"Census Tract 7510.03, Frederick County, Maryland",5635
1400000US24021751004,"Census Tract 7510.04, Frederick County, Maryland",5291
1400000US24021751201,"Census Tract 7512.01, Frederick County, Maryland",6237
1400000US24021751202,"Census Tract 7512.02, Frederick County, Maryland",6619
1400000US24021751203,"Census Tract 7512.03, Frederick County, Maryland",2070
1400000US24021751301,"Census Tract 7513.01, Frederick County, Maryland",5052
1400000US24021751302,"Census Tract 7513.02, Frederick County, Maryland",3178
1400000US24021751600,"Census Tract 7516, Frederick County, Maryland",3129
1400000US24021751701,"Census Tract 7517.01, Frederick County, Maryland",2763
1400000US24021751702,"Census Tract 7517.02, Frederick County, Maryland",3733
1400000US24021751801,"Census Tract 7518.01, Frederick County, Maryland",5156
1400000US24021751802,"Census Tract 7518.02, Frederick County, Maryland",3957
1400000US24021751902,"Census Tract 7519.02, Frederick County, Maryland",5827
1400000US24021751903,"Census Tract 7519.03, Frederick County, Maryland",7131
1400000US24021751904,"Census Tract 7519.04, Frederick County, Maryland",3937
1400000US24021751905,"Census Tract 7519.05, Frederick County, Maryland",3014
1400000US24021751906,"Census Tract 7519.06, Frederick County, Maryland",2251
1400000US24021752001,"Census Tract 7520.01, Frederick County, Maryland",4839
1400000US24021752101,"Census Tract 7521.01, Frederick County, Maryland",3486
1400000US24021752102,"Census Tract 7521.02, Frederick County, Maryland",6349
1400000US24021752201,"Census Tract 7522.01, Frederick County, Maryland",2256
1400000US24021752202,"Census Tract 7522.02, Frederick County, Maryland",4073
1400000US24021752205,"Census Tract 7522.05, Frederick County, Maryland",4334
1400000US24021752206,"Census Tract 7522.06, Frederick County, Maryland",5477
1400000US24021752301,"Census Tract 7523.01, Frederick County, Maryland",6379
1400000US24021752302,"Census Tract 7523.02, Frederick County, Maryland",4273
1400000US24021752303,"Census Tract 7523.03, Frederick County, Maryland",3391
1400000US24021752501,"Census Tract 7525.01, Frederick County, Maryland",5604
1400000US24021752502,"Census Tract 7525.02, Frederick County, Maryland",2732
1400000US24021752601,"Census Tract 7526.01, Frederick County, Maryland",4442
1400000US24021752602,"Census Tract 7526.02, Frederick County, Maryland",2227
1400000US24021752603,"Census Tract 7526.03, Frederick County, Maryland",4564
1400000US24021752801,"Census Tract 7528.01, Frederick County, Maryland",1967
1400000US24021752802,"Census Tract 7528.02, Frederick County, Maryland",3896
1400000US24021752900,"Census Tract 7529, Frederick County, Maryland",3213
1400000US24021753001,"Census Tract 7530.01, Frederick County, Maryland",4989
1400000US24021753002,"Census Tract 7530.02, Frederick County, Maryland",2511
1400000US24021765100,"Census Tract 7651, Frederick County, Maryland",4318
1400000US24021766800,"Census Tract 7668, Frederick County, Maryland",5741
1400000US24021767500,"Census Tract 7675, Frederick County, Maryland",2596
1400000US24021767600,"Census Tract 7676, Frederick County, Maryland",3338
1400000US24021770700,"Census Tract 7707, Frederick County, Maryland",3750
1400000US24021772200,"Census Tract 7722, Frederick County, Maryland",1745
1400000US24021773500,"Census Tract 7735, Frederick County, Maryland",4480
1400000US24021775302,"Census Tract 7753.02, Frederick County, Maryland",5314
1400000US24021775400,"Census Tract 7754, Frederick County, Maryland",4035
1400000US24021775600,"Census Tract 7756, Frederick County, Maryland",4622
1400000US24023000100,"Census Tract 1, Garrett County, Maryland",3587
1400000US24023000200,"Census Tract 2, Garrett County, Maryland",3932
1400000US24023000300,"Census Tract 3, Garrett County, Maryland",2683
1400000US24023000400,"Census Tract 4, Garrett County, Maryland",2665
1400000US24023000501,"Census Tract 5.01, Garrett County, Maryland",1594
1400000US24023000502,"Census Tract 5.02, Garrett County, Maryland",2868
1400000US24023000601,"Census Tract 6.01, Garrett County, Maryland",4262
1400000US24023000602,"Census Tract 6.02, Garrett County, Maryland",1581
1400000US24023000700,"Census Tract 7, Garrett County, Maryland",5783
